"a","e","i","w","q","ad","per.y","H","diameter","albedo","rot_per"
3.329,0.1238,8.93,62.31,2.917,3.74,6.07,16.70,,,
3.454,0.1758,10.48,185.47,2.846,4.06,6.42,17.00,,,
3.968,0.1484,1.91,60.79,3.380,4.56,7.91,16.63,,,
3.219,0.1240,19.72,166.94,2.820,3.62,5.78,17.84,,,
3.207,0.2373,24.67,92.80,2.446,3.97,5.74,17.60,,,
3.206,0.2676,14.02,145.28,2.348,4.06,5.74,18.10,,,
3.241,0.2555,24.71,95.24,2.413,4.07,5.84,17.00,,,
3.217,0.2821,11.94,76.30,2.309,4.12,5.77,17.50,,,
3.978,0.1831,3.46,270.09,3.250,4.71,7.94,16.70,,,
4.006,0.1765,1.67,132.33,3.299,4.71,8.02,16.55,,,
3.283,0.1462,14.88,106.84,2.804,3.76,5.95,17.40,,,
3.205,0.0612,16.09,146.74,3.009,3.40,5.74,17.40,,,
3.211,0.1398,8.03,28.94,2.762,3.66,5.75,18.00,,,
3.215,0.0981,6.87,274.20,2.900,3.53,5.77,17.26,,,
3.413,0.0644,20.65,256.74,3.193,3.63,6.3,16.60,,,
3.991,0.3059,11.34,282.01,2.770,5.21,7.97,16.90,,,
3.95,0.2709,3.61,267.98,2.880,5.02,7.85,17.10,,,
3.959,0.2061,9.53,146.74,3.143,4.77,7.88,16.02,,,
3.211,0.3026,8.30,253.04,2.239,4.18,5.75,17.80,,,
3.946,0.1865,1.70,137.75,3.210,4.68,7.84,17.02,,,
3.244,0.2219,26.79,131.11,2.524,3.96,5.84,17.20,,,
3.342,0.0573,8.94,31.60,3.151,3.53,6.11,16.52,,,
3.232,0.1246,16.73,117.55,2.829,3.63,5.81,16.90,,,
3.506,0.1520,8.08,112.64,2.973,4.04,6.57,16.70,,,
3.923,0.2155,3.71,279.58,3.078,4.77,7.77,17.27,,,
3.382,0.0369,5.11,83.46,3.257,3.51,6.22,17.40,,,
3.982,0.1609,3.46,286.01,3.341,4.62,7.95,16.62,,,
3.219,0.1436,1.07,92.22,2.757,3.68,5.78,17.80,,,
3.214,0.0689,1.17,205.51,2.993,3.44,5.76,17.00,,,
3.215,0.0694,9.63,55.96,2.992,3.44,5.77,17.60,,,
3.207,0.2060,15.85,131.32,2.546,3.87,5.74,17.80,,,
3.965,0.1858,5.76,268.84,3.228,4.70,7.9,16.30,,,
3.229,0.1096,9.68,271.52,2.875,3.58,5.8,17.60,,,
3.556,0.0838,4.31,38.77,3.258,3.85,6.71,16.70,,,
3.202,0.1508,1.77,165.88,2.719,3.69,5.73,18.20,,,
3.973,0.3063,3.48,332.93,2.756,5.19,7.92,17.00,,,
3.292,0.3105,20.46,102.94,2.270,4.31,5.97,17.30,,,
3.243,0.1249,17.34,67.29,2.838,3.65,5.84,16.70,,,
3.537,0.0471,8.61,25.63,3.371,3.70,6.65,16.60,,,
3.318,0.2542,25.50,62.18,2.475,4.16,6.04,17.20,,,
3.246,0.2080,14.29,73.39,2.571,3.92,5.85,17.50,,,
3.214,0.0496,11.69,134.09,3.054,3.37,5.76,17.20,,,
3.208,0.0321,1.89,308.07,3.105,3.31,5.75,17.80,,,
3.222,0.1089,11.37,121.15,2.872,3.57,5.78,17.22,,,
3.885,0.0292,1.95,103.63,3.771,4.00,7.66,16.72,,,
3.996,0.1008,10.54,89.95,3.594,4.40,7.99,16.20,,,
3.94,0.1977,2.58,247.12,3.161,4.72,7.82,16.84,,,
3.207,0.0844,10.92,154.12,2.936,3.48,5.74,17.20,,,
3.227,0.0645,8.33,152.43,3.019,3.44,5.8,17.40,,,
3.407,0.0898,8.95,82.04,3.101,3.71,6.29,16.75,,,
3.204,0.2848,13.12,126.30,2.292,4.12,5.74,18.33,,,
3.208,0.3307,21.48,123.89,2.147,4.27,5.75,17.00,,,
3.237,0.1637,1.71,236.00,2.707,3.77,5.82,16.80,,,
3.213,0.1503,7.13,25.70,2.730,3.70,5.76,17.30,,,
3.211,0.2712,14.52,306.32,2.341,4.08,5.76,17.10,,,
3.315,0.1748,7.42,268.67,2.735,3.89,6.03,17.05,,,
3.252,0.0922,18.69,358.00,2.952,3.55,5.86,16.60,,,
3.201,0.2476,15.92,215.93,2.409,3.99,5.73,16.80,,,
4.089,0.1602,14.52,359.45,3.434,4.74,8.27,16.10,,,
3.241,0.1942,24.52,115.78,2.612,3.87,5.84,16.90,,,
3.216,0.2323,9.34,19.98,2.469,3.96,5.77,17.30,,,
3.233,0.1058,10.46,218.22,2.891,3.58,5.81,17.00,,,
3.23,0.2315,25.12,123.80,2.482,3.98,5.8,17.30,,,
3.229,0.0779,9.84,190.86,2.977,3.48,5.8,16.73,,,
3.982,0.2218,4.08,305.89,3.099,4.87,7.95,16.40,,,
3.204,0.2847,12.47,119.32,2.292,4.12,5.74,17.70,,,
3.22,0.2141,16.79,231.71,2.531,3.91,5.78,17.10,,,
3.35,0.1081,12.58,225.51,2.988,3.71,6.13,16.70,,,
3.224,0.1817,27.35,209.12,2.638,3.81,5.79,17.10,,,
3.975,0.2087,3.15,2.61,3.146,4.80,7.93,16.10,,,
3.201,0.2209,10.80,199.53,2.494,3.91,5.73,17.00,,,
3.403,0.0920,14.39,215.82,3.089,3.72,6.28,16.80,,,
3.313,0.2785,10.14,163.98,2.390,4.24,6.03,17.20,,,
3.412,0.1441,7.12,243.69,2.921,3.90,6.3,17.22,,,
3.204,0.2383,18.15,279.63,2.440,3.97,5.73,17.50,,,
3.236,0.1676,12.51,270.85,2.694,3.78,5.82,17.10,,,
3.239,0.1394,16.31,249.69,2.788,3.69,5.83,16.80,,,
3.941,0.2393,4.00,269.56,2.998,4.88,7.82,16.70,,,
3.203,0.2075,18.30,23.03,2.538,3.87,5.73,17.70,,,
3.208,0.2509,16.09,203.01,2.403,4.01,5.75,16.90,,,
3.219,0.1898,18.60,211.05,2.608,3.83,5.78,17.10,,,
3.983,0.4480,10.94,202.14,2.199,5.77,7.95,18.30,,,
3.202,0.2544,14.41,12.79,2.388,4.02,5.73,17.90,,,
3.206,0.2640,15.60,202.27,2.360,4.05,5.74,18.00,,,
3.215,0.1747,8.51,273.18,2.654,3.78,5.77,16.85,,,
3.224,0.3215,9.98,210.85,2.188,4.26,5.79,17.00,,,
3.954,0.1791,8.54,34.96,3.245,4.66,7.86,16.26,,,
3.266,0.1067,4.97,187.33,2.918,3.61,5.9,17.27,,,
3.227,0.2430,24.40,90.75,2.443,4.01,5.8,17.30,,,
3.463,0.0874,10.49,162.31,3.161,3.77,6.45,16.70,,,
3.991,0.1935,12.89,81.86,3.219,4.76,7.97,16.50,,,
3.943,0.2187,4.19,309.76,3.080,4.81,7.83,16.57,,,
3.426,0.2004,18.10,66.27,2.739,4.11,6.34,17.16,,,
3.215,0.2066,19.50,261.18,2.551,3.88,5.77,17.13,,,
3.234,0.0290,13.00,249.08,3.140,3.33,5.81,17.16,,,
3.94,0.2898,3.68,331.98,2.798,5.08,7.82,16.60,,,
3.208,0.2216,26.23,248.84,2.497,3.92,5.75,17.00,,,
3.244,0.1111,1.45,289.26,2.884,3.60,5.84,17.10,,,
3.209,0.2466,8.47,256.75,2.418,4.00,5.75,17.80,,,
3.202,0.1504,1.73,343.91,2.720,3.68,5.73,17.50,,,
3.912,0.2195,2.05,71.11,3.054,4.77,7.74,16.80,,,
3.207,0.0666,10.60,252.61,2.994,3.42,5.74,16.80,,,
3.226,0.1378,8.26,305.60,2.781,3.67,5.79,17.40,,,
3.229,0.1289,26.90,176.62,2.813,3.65,5.8,16.80,,,
3.403,0.3206,15.61,80.20,2.312,4.49,6.28,17.20,,,
3.247,0.1321,18.62,141.50,2.818,3.68,5.85,17.20,,,
3.233,0.1938,19.29,214.75,2.607,3.86,5.81,17.50,,,
3.208,0.2544,15.08,167.40,2.392,4.02,5.75,18.20,,,
3.205,0.1086,11.40,46.20,2.857,3.55,5.74,17.30,,,
3.244,0.1690,10.52,330.57,2.696,3.79,5.84,17.30,,,
3.947,0.2393,11.15,11.89,3.002,4.89,7.84,16.80,,,
3.233,0.0418,13.59,242.55,3.098,3.37,5.81,16.91,,,
3.22,0.1167,17.77,153.39,2.844,3.60,5.78,17.50,,,
3.208,0.2258,8.29,83.70,2.484,3.93,5.75,18.20,,,
3.946,0.3071,7.20,257.92,2.734,5.16,7.84,17.10,,,
3.979,0.1995,4.07,301.49,3.186,4.77,7.94,16.88,,,
3.221,0.2695,1.85,178.24,2.353,4.09,5.78,18.10,,,
3.204,0.1810,16.98,207.27,2.624,3.78,5.74,18.00,,,
3.236,0.1398,6.60,253.77,2.783,3.69,5.82,16.90,,,
3.98,0.2661,3.69,353.18,2.921,5.04,7.94,16.50,,,
3.23,0.0414,5.28,224.53,3.096,3.36,5.8,17.00,,,
3.93,0.2007,3.26,21.17,3.141,4.72,7.79,16.72,,,
3.229,0.0907,14.11,2.42,2.936,3.52,5.8,17.50,,,
3.818,0.2436,16.02,340.10,2.888,4.75,7.46,17.60,,,
3.238,0.1760,16.75,216.50,2.668,3.81,5.83,17.60,,,
3.445,0.2321,10.27,59.27,2.645,4.24,6.39,17.29,,,
3.211,0.0798,9.59,259.33,2.955,3.47,5.75,17.24,,,
3.981,0.2981,19.80,256.85,2.794,5.17,7.94,16.65,,,
3.21,0.1679,28.90,181.87,2.671,3.75,5.75,17.80,,,
3.205,0.2082,16.41,354.83,2.538,3.87,5.74,17.80,,,
3.209,0.1737,11.21,75.00,2.652,3.77,5.75,17.40,,,
3.211,0.1508,1.76,243.09,2.727,3.70,5.75,17.50,,,
3.217,0.2045,16.86,308.80,2.559,3.88,5.77,17.70,,,
3.207,0.0925,10.23,287.83,2.910,3.50,5.74,17.15,,,
3.596,0.0738,2.95,61.21,3.331,3.86,6.82,16.74,,,
3.245,0.0490,7.77,278.79,3.086,3.40,5.85,16.78,,,
3.221,0.1482,20.46,241.15,2.744,3.70,5.78,16.60,,,
3.208,0.0897,9.09,84.61,2.920,3.50,5.75,17.31,,,
3.203,0.1199,17.97,258.84,2.819,3.59,5.73,17.30,,,
3.202,0.2588,8.02,96.89,2.374,4.03,5.73,18.00,,,
3.937,0.2722,8.98,49.93,2.865,5.01,7.81,16.80,,,
3.213,0.1951,20.91,272.68,2.586,3.84,5.76,17.20,,,
3.254,0.0417,8.00,91.65,3.118,3.39,5.87,17.34,,,
3.437,0.1478,13.17,201.11,2.929,3.94,6.37,16.30,,,
3.957,0.2244,2.54,62.28,3.069,4.84,7.87,17.26,,,
3.236,0.0643,3.27,100.20,3.028,3.44,5.82,18.44,,,
3.228,0.1733,16.78,23.58,2.669,3.79,5.8,18.48,,,
3.223,0.0343,1.68,234.74,3.113,3.33,5.79,17.09,,,
3.217,0.0668,8.03,76.31,3.002,3.43,5.77,17.20,,,
3.45,0.0726,8.79,153.79,3.200,3.70,6.41,16.50,,,
3.207,0.1404,5.42,270.46,2.757,3.66,5.74,17.97,,,
3.966,0.3426,10.80,236.32,2.607,5.32,7.9,17.21,,,
3.203,0.2744,15.42,214.65,2.324,4.08,5.73,18.04,,,
3.258,0.5948,18.96,346.38,1.320,5.20,5.88,17.08,,,
3.949,0.3548,19.20,330.07,2.548,5.35,7.85,17.10,,,
3.458,0.4875,19.06,314.12,1.772,5.14,6.43,18.90,,,
3.213,0.2160,26.82,307.91,2.519,3.91,5.76,16.20,,,
3.203,0.1289,20.58,349.48,2.790,3.62,5.73,16.90,,,
3.203,0.0980,10.93,76.86,2.889,3.52,5.73,16.63,,,
3.236,0.0977,6.73,342.16,2.920,3.55,5.82,17.16,,,
3.228,0.2049,9.92,332.08,2.566,3.89,5.8,16.60,,,
3.979,0.3406,9.40,311.81,2.624,5.33,7.94,16.90,,,
3.206,0.1515,15.85,14.99,2.720,3.69,5.74,16.90,,,
3.204,0.1359,27.08,321.45,2.768,3.64,5.73,16.80,,,
3.201,0.2573,12.59,186.43,2.377,4.02,5.73,17.70,,,
3.227,0.1298,3.42,214.51,2.808,3.65,5.8,17.32,,,
3.951,0.2474,7.19,320.64,2.973,4.93,7.85,16.70,,,
3.95,0.3113,5.05,338.27,2.720,5.18,7.85,16.90,,,
3.207,0.2666,15.49,321.92,2.352,4.06,5.74,18.10,,,
3.207,0.1990,12.35,39.97,2.569,3.84,5.74,17.10,,,
3.324,0.2485,3.20,43.31,2.498,4.15,6.06,17.30,,,
3.222,0.2264,6.06,209.23,2.492,3.95,5.78,17.50,,,
3.225,0.1176,22.79,108.31,2.846,3.60,5.79,16.50,,,
3.658,0.4508,19.53,303.64,2.009,5.31,7,18.00,,,
3.971,0.3088,6.72,184.22,2.745,5.20,7.91,16.90,,,
3.21,0.1400,15.58,358.49,2.760,3.66,5.75,17.19,,,
3.223,0.3667,19.85,36.09,2.041,4.40,5.79,18.50,,,
3.204,0.2437,12.02,288.30,2.423,3.99,5.74,17.50,,,
3.201,0.1330,23.25,197.72,2.775,3.63,5.73,17.00,,,
3.934,0.2492,3.09,57.75,2.954,4.91,7.8,17.08,,,
3.205,0.2364,25.25,270.71,2.447,3.96,5.74,16.98,,,
3.954,0.3010,3.66,10.46,2.764,5.14,7.86,17.10,,,
3.351,0.0870,9.64,146.93,3.059,3.64,6.13,16.50,,,
3.252,0.1506,3.99,10.60,2.762,3.74,5.87,16.90,,,
3.218,0.2475,15.14,344.84,2.422,4.01,5.77,17.60,,,
3.212,0.0574,9.74,262.09,3.027,3.40,5.76,16.64,,,
4.455,0.6176,19.28,313.87,1.703,7.21,9.4,19.10,,,
3.215,0.1998,17.39,158.02,2.572,3.86,5.76,17.10,,,
3.216,0.1112,16.99,165.61,2.859,3.57,5.77,17.10,,,
3.204,0.2499,10.97,318.37,2.404,4.01,5.74,17.10,,,
3.921,0.2273,3.00,20.08,3.030,4.81,7.77,16.50,,,
3.936,0.2383,2.41,162.95,2.998,4.87,7.81,16.30,,,
3.214,0.2530,15.24,333.59,2.401,4.03,5.76,17.80,,,
3.203,0.1969,18.11,1.33,2.572,3.83,5.73,16.80,,,
3.245,0.1574,4.24,46.76,2.734,3.76,5.85,16.87,,,
3.246,0.1862,14.03,12.67,2.641,3.85,5.85,16.38,,,
3.215,0.1606,4.54,46.62,2.699,3.73,5.77,17.60,,,
3.218,0.1627,15.41,14.44,2.694,3.74,5.77,16.70,,,
3.235,0.1372,11.96,223.39,2.791,3.68,5.82,17.10,,,
3.209,0.1670,6.02,258.79,2.673,3.74,5.75,17.10,,,
3.228,0.1629,14.32,199.04,2.702,3.75,5.8,17.40,,,
3.237,0.1138,11.54,206.67,2.869,3.61,5.82,17.03,,,
3.961,0.2914,9.27,325.24,2.807,5.12,7.88,17.30,,,
3.976,0.2969,7.97,331.90,2.795,5.16,7.93,16.90,,,
3.528,0.0854,17.31,155.61,3.226,3.83,6.63,16.20,,,
3.984,0.2407,1.79,150.61,3.025,4.94,7.95,16.60,,,
3.23,0.1753,26.33,295.65,2.664,3.80,5.81,17.10,,,
3.207,0.1597,15.99,169.41,2.695,3.72,5.74,16.94,,,
3.214,0.1301,9.07,204.37,2.796,3.63,5.76,16.98,,,
3.223,0.1677,14.38,52.79,2.682,3.76,5.78,17.30,,,
3.206,0.1804,28.69,327.46,2.628,3.78,5.74,16.90,,,
3.95,0.1696,9.81,177.22,3.280,4.62,7.85,16.32,,,
3.202,0.0880,10.14,79.85,2.920,3.48,5.73,17.00,,,
3.437,0.0293,10.77,159.68,3.336,3.54,6.37,16.28,,,
3.223,0.1921,9.26,315.09,2.604,3.84,5.79,17.40,,,
3.379,0.0940,10.68,77.09,3.062,3.70,6.21,16.71,,,
3.95,0.1713,7.35,149.81,3.274,4.63,7.85,16.30,,,
3.208,0.1062,18.27,4.52,2.867,3.55,5.75,16.75,,,
3.34,0.1314,17.32,8.74,2.901,3.78,6.1,17.10,,,
3.21,0.2643,13.93,146.30,2.362,4.06,5.75,18.27,,,
3.203,0.2685,14.18,30.56,2.343,4.06,5.73,17.50,,,
3.942,0.2221,3.84,259.80,3.067,4.82,7.83,16.80,,,
3.2,0.2906,14.39,286.82,2.270,4.13,5.73,17.90,,,
3.223,0.1198,10.84,128.18,2.837,3.61,5.79,17.10,,,
3.504,0.0698,10.92,269.66,3.260,3.75,6.56,16.30,,,
3.915,0.2297,2.57,137.33,3.016,4.81,7.75,16.39,,,
3.214,0.0755,2.20,308.74,2.971,3.46,5.76,17.10,,,
3.461,0.2677,6.72,277.75,2.534,4.39,6.44,16.90,,,
3.339,0.0179,10.53,349.77,3.279,3.40,6.1,16.87,,,
3.208,0.0424,11.20,42.67,3.072,3.34,5.75,16.72,,,
3.238,0.0742,4.12,215.27,2.998,3.48,5.83,17.20,,,
3.208,0.1786,26.09,239.00,2.635,3.78,5.75,17.00,,,
3.37,0.0921,7.84,243.06,3.059,3.68,6.19,16.84,,,
3.97,0.2005,3.60,262.48,3.174,4.77,7.91,16.60,,,
3.34,0.0672,10.81,257.20,3.115,3.56,6.1,17.13,,,
3.255,0.0442,13.80,235.80,3.111,3.40,5.87,16.75,,,
3.211,0.0619,10.74,128.74,3.012,3.41,5.75,16.68,,,
3.221,0.1133,8.42,115.69,2.856,3.59,5.78,17.10,,,
3.208,0.1448,5.66,184.12,2.744,3.67,5.75,17.00,,,
3.207,0.1953,13.15,347.73,2.581,3.83,5.74,18.00,,,
3.975,0.2190,3.76,233.13,3.104,4.85,7.92,17.00,,,
3.98,0.1934,6.53,256.78,3.210,4.75,7.94,16.70,,,
3.963,0.2887,8.45,271.74,2.819,5.11,7.89,17.81,,,
3.207,0.1739,12.43,192.55,2.650,3.77,5.74,17.60,,,
3.232,0.0418,12.35,227.46,3.097,3.37,5.81,17.30,,,
3.228,0.1208,7.24,91.53,2.838,3.62,5.8,17.00,,,
3.212,0.1561,7.76,74.10,2.711,3.71,5.76,16.80,,,
3.231,0.0579,8.96,288.14,3.044,3.42,5.81,16.90,,,
3.964,0.2820,3.27,252.63,2.846,5.08,7.89,17.20,,,
3.935,0.2689,2.99,219.26,2.877,4.99,7.81,17.60,,,
3.44,0.0994,18.87,312.83,3.099,3.78,6.38,16.70,,,
3.216,0.1843,8.05,295.40,2.623,3.81,5.77,17.50,,,
3.202,0.1606,17.60,334.61,2.687,3.72,5.73,17.50,,,
3.363,0.1044,12.84,315.94,3.012,3.71,6.17,16.80,,,
3.421,0.0960,10.41,183.18,3.093,3.75,6.33,16.30,,,
3.334,0.0702,10.12,12.55,3.099,3.57,6.09,17.10,,,
3.929,0.2273,1.51,65.77,3.036,4.82,7.79,16.90,,,
3.417,0.1022,6.51,192.49,3.068,3.77,6.32,17.10,,,
3.326,0.2734,17.60,127.47,2.417,4.24,6.07,17.20,,,
3.409,0.1330,6.68,293.89,2.956,3.86,6.29,17.10,,,
3.552,0.1084,6.33,264.29,3.167,3.94,6.7,16.80,,,
3.241,0.1846,10.07,205.38,2.642,3.84,5.83,17.20,,,
3.343,0.1715,14.68,255.74,2.770,3.92,6.11,17.10,,,
3.95,0.3334,3.51,231.42,2.633,5.27,7.85,17.70,,,
3.245,0.1158,6.92,193.86,2.869,3.62,5.84,17.30,,,
3.222,0.1554,2.36,234.86,2.721,3.72,5.78,17.20,,,
3.206,0.0760,16.37,274.40,2.962,3.45,5.74,17.10,,,
3.202,0.2590,24.65,97.21,2.373,4.03,5.73,17.10,,,
3.247,0.0984,5.20,183.79,2.928,3.57,5.85,17.20,,,
3.223,0.1191,12.77,195.83,2.839,3.61,5.79,17.30,,,
3.646,0.0939,4.63,231.90,3.304,3.99,6.96,16.40,,,
3.227,0.0816,1.70,53.51,2.964,3.49,5.8,17.30,,,
3.219,0.0817,14.43,192.21,2.955,3.48,5.77,17.20,,,
3.524,0.0664,4.36,138.79,3.290,3.76,6.61,16.91,,,
3.204,0.1806,18.78,129.28,2.626,3.78,5.74,17.50,,,
3.202,0.2796,6.62,133.29,2.307,4.10,5.73,18.26,,,
3.207,0.2361,8.79,71.37,2.449,3.96,5.74,18.56,,,
3.942,0.1647,1.44,256.89,3.293,4.59,7.83,17.18,,,
3.223,0.0958,2.87,77.26,2.914,3.53,5.79,17.45,,,
3.256,0.0873,4.94,289.39,2.971,3.54,5.87,17.82,,,
3.204,0.0967,0.48,301.86,2.895,3.51,5.74,17.54,,,
3.235,0.0819,9.82,253.04,2.970,3.50,5.82,17.41,,,
3.25,0.1547,6.83,324.11,2.747,3.75,5.86,17.75,,,
3.965,0.1929,4.69,282.39,3.200,4.73,7.89,16.80,,,
4.026,0.1650,2.89,214.57,3.362,4.69,8.08,16.60,,,
3.4,0.0857,9.39,21.33,3.109,3.69,6.27,16.60,,,
3.429,0.1099,8.58,190.35,3.053,3.81,6.35,16.70,,,
3.238,0.0736,10.44,0.47,3.000,3.48,5.83,17.20,,,
3.949,0.2298,12.16,299.12,3.042,4.86,7.85,16.20,,,
3.202,0.3445,24.93,280.38,2.099,4.31,5.73,18.00,,,
3.238,0.0900,16.88,351.27,2.946,3.53,5.83,17.40,,,
3.217,0.2077,4.98,332.75,2.549,3.89,5.77,17.90,,,
3.465,0.0912,10.03,175.22,3.149,3.78,6.45,17.00,,,
3.346,0.1474,11.18,223.94,2.853,3.84,6.12,17.40,,,
3.416,0.0843,9.41,169.16,3.128,3.70,6.31,17.39,,,
3.254,0.1311,14.37,178.60,2.827,3.68,5.87,17.50,,,
3.233,0.1194,13.71,301.55,2.847,3.62,5.81,16.80,,,
3.218,0.1196,5.69,237.84,2.833,3.60,5.77,17.60,,,
3.356,0.3341,13.20,319.78,2.235,4.48,6.15,17.60,,,
3.219,0.1463,5.74,289.77,2.748,3.69,5.78,16.80,,,
3.403,0.1523,16.98,355.38,2.884,3.92,6.28,16.60,,,
3.939,0.3432,16.38,338.20,2.587,5.29,7.82,17.82,,,
3.203,0.0608,15.35,130.54,3.008,3.40,5.73,17.10,,,
3.218,0.4101,25.44,50.46,1.898,4.54,5.77,18.40,,,
3.238,0.0712,3.51,90.80,3.008,3.47,5.83,17.40,,,
3.332,0.0844,9.95,207.39,3.050,3.61,6.08,16.90,,,
3.2,0.0729,9.24,141.83,2.967,3.43,5.73,17.20,,,
3.263,0.1620,19.89,287.81,2.734,3.79,5.89,17.19,,,
3.22,0.2063,26.30,253.78,2.556,3.88,5.78,16.87,,,
3.218,0.1413,26.64,203.27,2.763,3.67,5.77,17.10,,,
3.38,0.1333,10.62,330.62,2.930,3.83,6.22,17.29,,,
3.219,0.1531,33.55,267.20,2.727,3.71,5.78,17.00,,,
3.208,0.1157,10.70,266.87,2.837,3.58,5.75,16.90,,,
3.359,0.0922,9.68,16.47,3.049,3.67,6.16,17.20,,,
3.201,0.0615,9.51,317.70,3.004,3.40,5.73,17.37,,,
3.201,0.1652,8.65,349.78,2.673,3.73,5.73,17.30,,,
3.246,0.0728,20.53,28.14,3.010,3.48,5.85,16.64,,,
3.412,0.0658,17.69,10.40,3.187,3.64,6.3,16.88,,,
3.249,0.0846,23.90,352.09,2.974,3.52,5.86,16.88,,,
3.389,0.1548,11.43,162.84,2.865,3.91,6.24,17.38,,,
3.436,0.0964,10.61,207.68,3.104,3.77,6.37,16.70,,,
3.46,0.1905,12.39,330.35,2.801,4.12,6.43,17.70,,,
3.944,0.2786,3.84,329.15,2.845,5.04,7.83,16.80,,,
3.233,0.2097,17.48,331.31,2.555,3.91,5.81,18.10,,,
3.962,0.2940,6.15,123.89,2.797,5.13,7.89,16.80,,,
3.215,0.0996,18.67,350.04,2.894,3.53,5.76,17.10,,,
3.206,0.0961,14.73,259.10,2.898,3.51,5.74,17.00,,,
3.222,0.1517,5.37,346.58,2.733,3.71,5.78,17.50,,,
4.115,0.5360,5.74,123.31,1.909,6.32,8.35,18.10,,,
3.926,0.2560,1.78,126.94,2.921,4.93,7.78,17.40,,,
3.808,0.0559,0.74,263.69,3.596,4.02,7.43,16.10,,,
3.252,0.0697,11.53,258.15,3.025,3.48,5.86,16.80,,,
3.339,0.1003,10.62,205.74,3.005,3.67,6.1,17.54,,,
3.229,0.1070,9.11,131.52,2.883,3.57,5.8,17.57,,,
3.206,0.2710,13.07,124.88,2.337,4.07,5.74,18.30,,,
3.969,0.1925,3.50,258.83,3.205,4.73,7.91,16.80,,,
3.244,0.2015,27.13,305.60,2.590,3.90,5.84,17.20,,,
3.93,0.2812,14.59,335.27,2.825,5.04,7.79,17.00,,,
3.239,0.0836,12.59,300.88,2.968,3.51,5.83,16.80,,,
3.977,0.3413,7.28,292.09,2.620,5.33,7.93,18.06,,,
3.461,0.0740,9.04,159.45,3.205,3.72,6.44,16.40,,,
3.201,0.0641,16.26,210.78,2.996,3.41,5.73,17.00,,,
3.205,0.0920,10.83,340.98,2.910,3.50,5.74,17.20,,,
3.22,0.1813,19.68,54.00,2.636,3.80,5.78,17.16,,,
3.466,0.1708,12.66,110.53,2.874,4.06,6.45,16.90,,,
3.218,0.1257,27.09,173.15,2.814,3.62,5.77,17.40,,,
3.248,0.2015,24.28,84.93,2.593,3.90,5.85,16.70,,,
3.203,0.0509,10.20,259.60,3.040,3.37,5.73,17.35,,,
3.97,0.1855,11.65,178.62,3.234,4.71,7.91,16.60,,,
3.251,0.0247,8.77,6.18,3.170,3.33,5.86,16.78,,,
3.373,0.0642,11.17,266.43,3.156,3.59,6.19,16.85,,,
3.23,0.0773,9.60,163.13,2.980,3.48,5.8,17.23,,,
3.555,0.1396,4.37,9.57,3.058,4.05,6.7,17.55,,,
3.635,0.0761,3.76,307.93,3.358,3.91,6.93,16.50,,,
4.005,0.2349,4.56,285.78,3.064,4.95,8.02,16.96,,,
3.266,0.3897,23.28,297.21,1.993,4.54,5.9,17.18,,,
3.216,0.0757,9.60,281.07,2.973,3.46,5.77,17.39,,,
3.442,0.0994,10.91,227.84,3.100,3.78,6.39,16.80,,,
3.22,0.0378,9.48,103.00,3.098,3.34,5.78,16.90,,,
3.208,0.0828,16.36,171.52,2.942,3.47,5.74,17.00,,,
3.237,0.0500,10.63,276.14,3.075,3.40,5.82,17.10,,,
3.209,0.2236,27.01,132.23,2.491,3.93,5.75,17.58,,,
3.223,0.0522,16.08,333.31,3.055,3.39,5.79,17.35,,,
3.209,0.2610,23.89,302.64,2.371,4.05,5.75,18.08,,,
3.442,0.4678,10.86,117.14,1.832,5.05,6.39,16.90,,,
3.977,0.3056,6.32,4.50,2.762,5.19,7.93,16.80,,,
3.202,0.1680,27.54,184.78,2.664,3.74,5.73,16.50,,,
3.231,0.1033,16.46,193.91,2.897,3.57,5.81,16.60,,,
3.226,0.1901,12.16,16.57,2.613,3.84,5.79,17.10,,,
3.209,0.1856,7.23,18.40,2.614,3.80,5.75,17.30,,,
3.207,0.2624,24.99,78.07,2.366,4.05,5.74,17.20,,,
3.98,0.2819,9.97,327.35,2.858,5.10,7.94,16.50,,,
3.261,0.1263,3.39,334.08,2.849,3.67,5.89,17.00,,,
3.218,0.1999,16.72,22.31,2.575,3.86,5.77,17.10,,,
3.99,0.2201,3.22,317.39,3.112,4.87,7.97,15.79,,,
3.275,0.3440,9.29,295.21,2.148,4.40,5.93,18.30,,,
3.227,0.0938,3.66,310.08,2.924,3.53,5.8,17.08,,,
3.374,0.1648,16.34,32.98,2.817,3.93,6.2,16.80,,,
3.205,0.2171,24.54,102.74,2.509,3.90,5.74,17.10,,,
3.201,0.2097,16.09,53.10,2.530,3.87,5.73,17.40,,,
3.208,0.1661,26.90,210.94,2.675,3.74,5.74,17.20,,,
3.234,0.4117,24.91,163.67,1.903,4.57,5.82,17.80,,,
3.242,0.0898,34.85,200.87,2.951,3.53,5.84,15.40,,,
3.257,0.0661,21.92,289.98,3.042,3.47,5.88,16.38,,,
3.238,0.1868,2.92,39.82,2.633,3.84,5.83,16.98,,,
3.206,0.0770,9.29,156.41,2.959,3.45,5.74,16.80,,,
3.963,0.2387,2.64,214.25,3.017,4.91,7.89,16.60,,,
3.23,0.2837,26.53,275.24,2.313,4.15,5.8,16.40,,,
